lap_key,Driver,Team,season,session_key,best_own_other_team_similarity,best_other_driver_similarity,own_style_margin
2021_r01_Q_ALO_lap14,ALO,Alpine,2021,2021_1_Q,0.6527658634196449,0.6606067844625563,-0.007840921042911342
2021_r01_Q_BOT_lap16,BOT,Mercedes,2021,2021_1_Q,0.3486054568907132,0.4524964844402747,-0.10389102754956148
2021_r01_Q_GAS_lap14,GAS,AlphaTauri,2021,2021_1_Q,0.32879764346900714,0.42396315350469016,-0.09516551003568302
2021_r01_Q_HAM_lap17,HAM,Mercedes,2021,2021_1_Q,0.3674426658125273,0.6853920199970986,-0.3179493541845713
2021_r01_Q_OCO_lap2,OCO,Alpine,2021,2021_1_Q,0.624254005866301,0.4433583716537559,0.18089563421254506
2021_r01_Q_RIC_lap17,RIC,McLaren,2021,2021_1_Q,0.351788393910277,0.5630949358853613,-0.2113065419750843
2021_r01_Q_SAI_lap10,SAI,Ferrari,2021,2021_1_Q,0.18219792078253583,0.6978507367273601,-0.5156528159448243
2021_r01_Q_VET_lap2,VET,Aston Martin,2021,2021_1_Q,-0.14630401756527348,0.6304684621553879,-0.7767724797206613
2021_r20_Q_ALO_lap14,ALO,Alpine,2021,2021_20_Q,0.39130429772515146,0.5211134100840753,-0.12980911235892384
2021_r20_Q_BOT_lap16,BOT,Mercedes,2021,2021_20_Q,0.10826238199337815,0.6089875941736949,-0.5007252121803167
2021_r20_Q_GAS_lap16,GAS,AlphaTauri,2021,2021_20_Q,-0.038944907821404286,0.5230971588050938,-0.562042066626498
2021_r20_Q_HAM_lap17,HAM,Mercedes,2021,2021_20_Q,0.576894414779913,0.6471125234442653,-0.0702181086643523
2021_r20_Q_OCO_lap11,OCO,Alpine,2021,2021_20_Q,0.4052593014398269,0.5224574324305883,-0.11719813099076137
2021_r20_Q_RIC_lap14,RIC,McLaren,2021,2021_20_Q,0.007103231628056081,0.24986016826180155,-0.24275693663374548
2021_r20_Q_SAI_lap17,SAI,Ferrari,2021,2021_20_Q,0.018293023563485042,0.7237061922177079,-0.7054131686542229
2021_r20_Q_VET_lap14,VET,Aston Martin,2021,2021_20_Q,-0.5616923508678477,0.6766930385838716,-1.2383853894517194
2021_r21_Q_ALO_lap9,ALO,Alpine,2021,2021_21_Q,0.5675320572000985,0.5321365052604463,0.03539555193965216
2021_r21_Q_BOT_lap23,BOT,Mercedes,2021,2021_21_Q,0.34919852849181976,0.44789251634593497,-0.0986939878541152
2021_r21_Q_GAS_lap23,GAS,AlphaTauri,2021,2021_21_Q,0.6445544273555327,0.7181181683351613,-0.07356374097962859
2021_r21_Q_HAM_lap22,HAM,Mercedes,2021,2021_21_Q,0.6527135608713017,0.5074930175589807,0.14522054331232104
2021_r21_Q_OCO_lap16,OCO,Alpine,2021,2021_21_Q,0.5835246856591783,0.24862449985647614,0.3349001858027021
2021_r21_Q_RIC_lap8,RIC,McLaren,2021,2021_21_Q,0.3504927812302995,0.5075432942410643,-0.15705051301076478
2021_r21_Q_SAI_lap8,SAI,Ferrari,2021,2021_21_Q,0.27918459581655347,0.5211489834448868,-0.24196438762833333
2021_r21_Q_VET_lap9,VET,Aston Martin,2021,2021_21_Q,0.1046978933257813,0.4868732405385621,-0.3821753472127808
2021_r22_Q_ALO_lap8,ALO,Alpine,2021,2021_22_Q,0.4554902754868983,0.4460387357986826,0.009451539688215715
2021_r22_Q_BOT_lap19,BOT,Mercedes,2021,2021_22_Q,0.2595453517007583,0.43701299736861837,-0.17746764566786005
2021_r22_Q_GAS_lap8,GAS,AlphaTauri,2021,2021_22_Q,0.3923224118804936,0.45087102099547915,-0.05854860911498555
2021_r22_Q_HAM_lap17,HAM,Mercedes,2021,2021_22_Q,0.4219665707756001,0.6504517224277498,-0.22848515165214972
2021_r22_Q_OCO_lap19,OCO,Alpine,2021,2021_22_Q,0.27576965611049165,0.4746052415341847,-0.19883558542369306
2021_r22_Q_RIC_lap18,RIC,McLaren,2021,2021_22_Q,0.34051310762951703,0.7365515328208379,-0.3960384251913208
2021_r22_Q_SAI_lap21,SAI,Ferrari,2021,2021_22_Q,0.05889138723814895,0.4454906756105152,-0.38659928837236623
2021_r22_Q_VET_lap9,VET,Aston Martin,2021,2021_22_Q,0.24969122501592697,0.5519329166596014,-0.3022416916436744
2021_r02_Q_ALO_lap13,ALO,Alpine,2021,2021_2_Q,0.3540579100373473,0.6301848708879279,-0.2761269608505805
2021_r02_Q_BOT_lap6,BOT,Mercedes,2021,2021_2_Q,0.05450807269709096,0.5568985706958741,-0.5023904979987832
2021_r02_Q_GAS_lap20,GAS,AlphaTauri,2021,2021_2_Q,0.47548968549303455,0.41771015201765954,0.05777953347537501
2021_r02_Q_HAM_lap19,HAM,Mercedes,2021,2021_2_Q,0.2887265578257723,0.7497818619232021,-0.4610553040974298
2021_r02_Q_OCO_lap13,OCO,Alpine,2021,2021_2_Q,0.7800630371545872,0.5297128782200611,0.25035015893452617
2021_r02_Q_RIC_lap20,RIC,McLaren,2021,2021_2_Q,0.2921986417679422,0.6037259505679344,-0.31152730879999224
2021_r02_Q_SAI_lap15,SAI,Ferrari,2021,2021_2_Q,0.4375052226282523,0.5566143397462127,-0.11910911711796035
2021_r02_Q_VET_lap13,VET,Aston Martin,2021,2021_2_Q,0.5509059963878078,0.7651147481156337,-0.21420875172782594
2021_r03_Q_ALO_lap11,ALO,Alpine,2021,2021_3_Q,0.37255505958752183,0.717896264069867,-0.3453412044823451
2021_r03_Q_BOT_lap18,BOT,Mercedes,2021,2021_3_Q,0.039003543721100424,0.7818863842993475,-0.7428828405782472
2021_r03_Q_GAS_lap17,GAS,AlphaTauri,2021,2021_3_Q,0.47618017421848396,0.6318346328465958,-0.15565445862811184
2021_r03_Q_HAM_lap12,HAM,Mercedes,2021,2021_3_Q,0.33234357992579205,0.6048439531004793,-0.2725003731746873
2021_r03_Q_OCO_lap10,OCO,Alpine,2021,2021_3_Q,0.5442634704163588,0.25014129381574157,0.29412217660061724
2021_r03_Q_RIC_lap8,RIC,McLaren,2021,2021_3_Q,0.46315472256611123,0.7431655103512176,-0.28001078778510635
2021_r03_Q_SAI_lap14,SAI,Ferrari,2021,2021_3_Q,0.479662673080564,0.43953179796066527,0.04013087511989871
2021_r03_Q_VET_lap12,VET,Aston Martin,2021,2021_3_Q,0.7285988717693238,0.5581232176398861,0.17047565412943766
2021_r04_Q_ALO_lap8,ALO,Alpine,2021,2021_4_Q,0.28516175640951646,0.7715744908657265,-0.48641273445621
2021_r04_Q_BOT_lap12,BOT,Mercedes,2021,2021_4_Q,0.0251429898678959,0.5908795604108412,-0.5657365705429453
2021_r04_Q_GAS_lap5,GAS,AlphaTauri,2021,2021_4_Q,0.5800709284354332,0.5032218407153992,0.07684908772003396
2021_r04_Q_HAM_lap15,HAM,Mercedes,2021,2021_4_Q,0.38001501182191216,0.7485059425618948,-0.3684909307399827
2021_r04_Q_OCO_lap11,OCO,Alpine,2021,2021_4_Q,0.7020755122340876,0.5746433199510343,0.12743219228305325
2021_r04_Q_RIC_lap11,RIC,McLaren,2021,2021_4_Q,0.23211025503214783,0.5255936283787354,-0.29348337334658753
2021_r04_Q_SAI_lap11,SAI,Ferrari,2021,2021_4_Q,0.4755272438501668,0.6177999397518452,-0.1422726959016784
2021_r04_Q_VET_lap8,VET,Aston Martin,2021,2021_4_Q,0.4152588042581702,0.6297057235548154,-0.21444691929664517
2021_r05_Q_ALO_lap11,ALO,Alpine,2021,2021_5_Q,0.3639767001342019,0.6704094114667858,-0.3064327113325839
2021_r05_Q_BOT_lap24,BOT,Mercedes,2021,2021_5_Q,-0.1249863831509177,0.3660049418606495,-0.4909913250115672
2021_r05_Q_GAS_lap25,GAS,AlphaTauri,2021,2021_5_Q,0.4974316790685248,0.49662674384696665,0.0008049352215581673
2021_r05_Q_HAM_lap26,HAM,Mercedes,2021,2021_5_Q,0.368391920088437,0.5234700548631976,-0.15507813477476062
2021_r05_Q_OCO_lap21,OCO,Alpine,2021,2021_5_Q,0.7143654524788479,0.42165191841368455,0.2927135340651633
2021_r05_Q_RIC_lap20,RIC,McLaren,2021,2021_5_Q,0.39158683565089675,0.5776886558446758,-0.18610182019377902
2021_r05_Q_SAI_lap21,SAI,Ferrari,2021,2021_5_Q,0.29478785466260704,0.6160088725468704,-0.3212210178842634
2021_r05_Q_VET_lap14,VET,Aston Martin,2021,2021_5_Q,0.44504477330293957,0.533648485814989,-0.08860371251204946
2021_r06_Q_ALO_lap12,ALO,Alpine,2021,2021_6_Q,0.5631649631900727,0.4868672178855536,0.0762977453045191
2021_r06_Q_BOT_lap12,BOT,Mercedes,2021,2021_6_Q,0.7895054148711831,0.691315589539004,0.09818982533217913
2021_r06_Q_GAS_lap16,GAS,AlphaTauri,2021,2021_6_Q,0.5729717184262868,0.49719079738511807,0.07578092104116874
2021_r06_Q_HAM_lap18,HAM,Mercedes,2021,2021_6_Q,0.5755360053196218,0.6148819825395914,-0.039345977219969575
2021_r06_Q_OCO_lap7,OCO,Alpine,2021,2021_6_Q,0.6819869401735588,0.4962592989386446,0.18572764123491414
2021_r06_Q_RIC_lap6,RIC,McLaren,2021,2021_6_Q,0.5119878746721492,0.6087508143588757,-0.09676293968672645
2021_r06_Q_SAI_lap15,SAI,Ferrari,2021,2021_6_Q,0.553863873983102,0.4999339355328846,0.053929938450217374
2021_r06_Q_VET_lap12,VET,Aston Martin,2021,2021_6_Q,0.2692128076180361,0.5381800729773097,-0.2689672653592736
2021_r07_Q_ALO_lap16,ALO,Alpine,2021,2021_7_Q,0.06209066246623465,0.5473552535456261,-0.48526459107939146
2021_r07_Q_BOT_lap15,BOT,Mercedes,2021,2021_7_Q,0.20567965038897956,0.6195813156131078,-0.41390166522412825
2021_r07_Q_GAS_lap21,GAS,AlphaTauri,2021,2021_7_Q,0.20776168455618851,0.49369143762490686,-0.2859297530687184
2021_r07_Q_HAM_lap19,HAM,Mercedes,2021,2021_7_Q,0.16661013129381655,0.5894914304913088,-0.4228812991974923
2021_r07_Q_OCO_lap9,OCO,Alpine,2021,2021_7_Q,0.48785295394153533,0.4634865272325963,0.024366426708939015
2021_r07_Q_RIC_lap20,RIC,McLaren,2021,2021_7_Q,0.36875992540585656,0.5926765210251937,-0.2239165956193372
2021_r07_Q_SAI_lap18,SAI,Ferrari,2021,2021_7_Q,0.259290173239926,0.47026295171242266,-0.21097277847249668
2021_r07_Q_VET_lap8,VET,Aston Martin,2021,2021_7_Q,0.4346177138123938,0.7288607677490767,-0.29424305393668293
2021_r08_Q_ALO_lap17,ALO,Alpine,2021,2021_8_Q,0.29749213409998876,0.5685261083583443,-0.2710339742583555
2021_r08_Q_BOT_lap21,BOT,Mercedes,2021,2021_8_Q,0.10349605014235694,0.5692373700938724,-0.46574131995151546
2021_r08_Q_GAS_lap17,GAS,AlphaTauri,2021,2021_8_Q,0.22723080115182273,0.32775197927944183,-0.1005211781276191
2021_r08_Q_HAM_lap20,HAM,Mercedes,2021,2021_8_Q,0.24278938966103783,0.6936232083847902,-0.4508338187237524
2021_r08_Q_OCO_lap5,OCO,Alpine,2021,2021_8_Q,0.6771859718819913,0.4126243788173615,0.26456159306462973
2021_r08_Q_RIC_lap13,RIC,McLaren,2021,2021_8_Q,0.4443199604096198,0.47823077165597966,-0.03391081124635986
2021_r08_Q_SAI_lap14,SAI,Ferrari,2021,2021_8_Q,0.5454140346124299,0.795971654217275,-0.2505576196048451
2021_r08_Q_VET_lap14,VET,Aston Martin,2021,2021_8_Q,0.30102863674073116,0.2998280410371778,0.0012005957035533532
2021_r09_Q_ALO_lap2,ALO,Alpine,2021,2021_9_Q,0.37481320399554097,0.3552876752533774,0.019525528742163567
2021_r09_Q_BOT_lap15,BOT,Mercedes,2021,2021_9_Q,0.24720976749166373,0.5583371402628471,-0.31112737277118335
2021_r09_Q_GAS_lap20,GAS,AlphaTauri,2021,2021_9_Q,0.4420194678776724,0.5604248499919209,-0.1184053821142485
2021_r09_Q_HAM_lap14,HAM,Mercedes,2021,2021_9_Q,0.2438093094386114,0.6131735138993956,-0.36936420446078416
2021_r09_Q_OCO_lap5,OCO,Alpine,2021,2021_9_Q,0.5516915782874708,0.5478434473384742,0.0038481309489966087
2021_r09_Q_RIC_lap14,RIC,McLaren,2021,2021_9_Q,0.5997447348720055,0.5233490653503303,0.0763956695216752
2021_r09_Q_SAI_lap14,SAI,Ferrari,2021,2021_9_Q,0.6422768376997021,0.6788282897181394,-0.036551452018437236
2021_r09_Q_VET_lap11,VET,Aston Martin,2021,2021_9_Q,0.6484837691008714,0.5002465551574261,0.14823721394344525
2022_r11_Q_ALO_lap7,ALO,Alpine,2022,2022_11_Q,0.250850513100864,0.6700649516096412,-0.4192144385087772
2022_r11_Q_BOT_lap10,BOT,Alfa Romeo,2022,2022_11_Q,0.5420485660185019,0.5679843850494262,-0.025935819030924234
2022_r11_Q_GAS_lap19,GAS,AlphaTauri,2022,2022_11_Q,0.09493509506935635,0.41743730281265795,-0.3225022077433016
2022_r11_Q_HAM_lap12,HAM,Mercedes,2022,2022_11_Q,0.09368400590514568,0.4500810997188748,-0.3563970938137291
2022_r11_Q_OCO_lap26,OCO,Alpine,2022,2022_11_Q,0.38137321936354573,0.5042172365114324,-0.12284401714788662
2022_r11_Q_RIC_lap9,RIC,McLaren,2022,2022_11_Q,0.5667601821069599,0.5834521750774139,-0.016691992970453984
2022_r11_Q_SAI_lap24,SAI,Ferrari,2022,2022_11_Q,0.30083238809247315,0.7081420491574927,-0.40730966106501953
2022_r11_Q_VET_lap11,VET,Aston Martin,2022,2022_11_Q,-0.0239497707779417,0.5179110869973801,-0.5418608577753218
2022_r12_Q_ALO_lap16,ALO,Alpine,2022,2022_12_Q,0.5613322452648566,0.4623556355994054,0.09897660966545119
2022_r12_Q_BOT_lap2,BOT,Alfa Romeo,2022,2022_12_Q,0.6634299989464937,0.6691966574189305,-0.0057666584724368475
2022_r12_Q_GAS_lap4,GAS,AlphaTauri,2022,2022_12_Q,0.8394410694929628,0.7327569214318328,0.10668414806113002
2022_r12_Q_HAM_lap18,HAM,Mercedes,2022,2022_12_Q,0.1999015561184913,0.4470521212574946,-0.2471505651390033
2022_r12_Q_OCO_lap11,OCO,Alpine,2022,2022_12_Q,0.7510144961011103,0.5955811488653138,0.1554333472357965
2022_r12_Q_RIC_lap11,RIC,McLaren,2022,2022_12_Q,0.5446717539777837,0.5598535561451553,-0.015181802167371639
2022_r12_Q_SAI_lap5,SAI,Ferrari,2022,2022_12_Q,-0.02163866490445153,0.6044017599193133,-0.6260404248237649
2022_r12_Q_VET_lap14,VET,Aston Martin,2022,2022_12_Q,0.23137766502759258,0.4025905873830128,-0.1712129223554202
2022_r13_Q_ALO_lap10,ALO,Alpine,2022,2022_13_Q,0.2858467420896549,0.7513969138582762,-0.46555017176862135
2022_r13_Q_BOT_lap19,BOT,Alfa Romeo,2022,2022_13_Q,0.5476979853141748,0.6519095580216492,-0.10421157270747439
2022_r13_Q_GAS_lap8,GAS,AlphaTauri,2022,2022_13_Q,0.6009055247748202,0.5869349521045365,0.013970572670283676
2022_r13_Q_HAM_lap15,HAM,Mercedes,2022,2022_13_Q,0.36162941266620385,0.48536811467766344,-0.12373870201145959
2022_r13_Q_OCO_lap19,OCO,Alpine,2022,2022_13_Q,0.25020756517285203,0.26631788563901054,-0.016110320466158512
2022_r13_Q_RIC_lap12,RIC,McLaren,2022,2022_13_Q,0.6601462588116342,0.6366498980600614,0.023496360751572798
2022_r13_Q_SAI_lap21,SAI,Ferrari,2022,2022_13_Q,-0.08130797640278367,0.7422328622608786,-0.8235408386636622
2022_r13_Q_VET_lap7,VET,Aston Martin,2022,2022_13_Q,0.19365630497243985,0.4994295303058631,-0.30577322533342327
2022_r14_Q_ALO_lap15,ALO,Alpine,2022,2022_14_Q,0.4314727707471982,0.3774010447261012,0.054071726021097
2022_r14_Q_BOT_lap2,BOT,Alfa Romeo,2022,2022_14_Q,0.4484233695694045,0.8454991341825534,-0.3970757646131489
2022_r14_Q_GAS_lap11,GAS,AlphaTauri,2022,2022_14_Q,0.4052256801650498,0.4784572596200036,-0.07323157945495384
2022_r14_Q_HAM_lap13,HAM,Mercedes,2022,2022_14_Q,0.10539116965541184,0.424546230785805,-0.31915506113039316
2022_r14_Q_OCO_lap12,OCO,Alpine,2022,2022_14_Q,0.647669921122446,0.2515762181277974,0.39609370299464863
2022_r14_Q_RIC_lap8,RIC,McLaren,2022,2022_14_Q,0.6480578002999855,0.7213702310184196,-0.07331243071843407
2022_r14_Q_SAI_lap10,SAI,Ferrari,2022,2022_14_Q,0.21902803286860026,0.6295961106688468,-0.4105680778002465
2022_r14_Q_VET_lap5,VET,Aston Martin,2022,2022_14_Q,0.482165911530146,0.3404322737682613,0.1417336377618847
2022_r15_Q_ALO_lap7,ALO,Alpine,2022,2022_15_Q,0.26811781262061474,0.4229529036939954,-0.15483509107338067
2022_r15_Q_BOT_lap8,BOT,Alfa Romeo,2022,2022_15_Q,0.6777724632143526,0.5804704513821796,0.09730201183217302
2022_r15_Q_GAS_lap14,GAS,AlphaTauri,2022,2022_15_Q,0.5709604140520168,0.5531639829505695,0.017796431101447352
2022_r15_Q_HAM_lap14,HAM,Mercedes,2022,2022_15_Q,0.3989947941817724,0.40378004239992593,-0.004785248218153515
2022_r15_Q_OCO_lap11,OCO,Alpine,2022,2022_15_Q,0.6593206457969744,0.22889904267022554,0.4304216031267488
2022_r15_Q_RIC_lap7,RIC,McLaren,2022,2022_15_Q,0.5869164222306198,0.6276043740681715,-0.040687951837551695
2022_r15_Q_SAI_lap17,SAI,Ferrari,2022,2022_15_Q,0.3008057903836044,0.7087344282215406,-0.40792863783793626
2022_r15_Q_VET_lap5,VET,Aston Martin,2022,2022_15_Q,0.2659997637062163,0.532990994929277,-0.26699123122306073
2022_r16_Q_ALO_lap16,ALO,Alpine,2022,2022_16_Q,0.2471408593469486,0.36247312449123836,-0.11533226514428976
2022_r16_Q_BOT_lap11,BOT,Alfa Romeo,2022,2022_16_Q,0.3216143999742358,0.5938249579093708,-0.27221055793513504
2022_r16_Q_GAS_lap17,GAS,AlphaTauri,2022,2022_16_Q,0.49473715461006057,0.4202227880735918,0.07451436653646876
2022_r16_Q_HAM_lap16,HAM,Mercedes,2022,2022_16_Q,0.39486880879551145,0.604553804521456,-0.20968499572594457
2022_r16_Q_OCO_lap11,OCO,Alpine,2022,2022_16_Q,0.8901185426090595,0.5012759533445256,0.38884258926453397
2022_r16_Q_RIC_lap13,RIC,McLaren,2022,2022_16_Q,0.7079049913585728,0.7795581573423167,-0.07165316598374394
2022_r16_Q_SAI_lap11,SAI,Ferrari,2022,2022_16_Q,0.2729626651528112,0.7686411092417148,-0.4956784440889036
2022_r16_Q_VET_lap6,VET,Aston Martin,2022,2022_16_Q,0.10250400741439075,0.4681389869693039,-0.36563497955491314
2022_r18_Q_ALO_lap11,ALO,Alpine,2022,2022_18_Q,0.37984527190673,0.6089684470181099,-0.22912317511137992
2022_r18_Q_BOT_lap11,BOT,Alfa Romeo,2022,2022_18_Q,0.3542775979528129,0.4488684613616909,-0.09459086340887801
2022_r18_Q_GAS_lap5,GAS,AlphaTauri,2022,2022_18_Q,0.46829129229659383,0.6150263411426148,-0.14673504884602095
2022_r18_Q_HAM_lap19,HAM,Mercedes,2022,2022_18_Q,0.00803591718139349,0.6403217700718102,-0.6322858528904167
2022_r18_Q_OCO_lap17,OCO,Alpine,2022,2022_18_Q,0.5764555874770798,0.5609888390612529,0.015466748415826959
2022_r18_Q_RIC_lap7,RIC,McLaren,2022,2022_18_Q,0.6459579247107268,0.8302829729563815,-0.18432504824565477
2022_r18_Q_SAI_lap11,SAI,Ferrari,2022,2022_18_Q,0.4675378751940472,0.6018883252733146,-0.13435045007926738
2022_r18_Q_VET_lap14,VET,Aston Martin,2022,2022_18_Q,0.16908559921910937,0.28457751242527934,-0.11549191320616997
2022_r19_Q_ALO_lap16,ALO,Alpine,2022,2022_19_Q,0.4145903379851502,0.4194371877807361,-0.004846849795585861
2022_r19_Q_BOT_lap17,BOT,Alfa Romeo,2022,2022_19_Q,0.47193808526392755,0.5421972680083966,-0.07025918274446907
2022_r19_Q_GAS_lap5,GAS,AlphaTauri,2022,2022_19_Q,0.689773337317199,0.6832695044654498,0.006503832851749269
2022_r19_Q_HAM_lap14,HAM,Mercedes,2022,2022_19_Q,0.3454868288462378,0.7306758835723824,-0.3851890547261446
2022_r19_Q_OCO_lap5,OCO,Alpine,2022,2022_19_Q,0.6175689984305807,0.3692125588489048,0.24835643958167586
2022_r19_Q_RIC_lap5,RIC,McLaren,2022,2022_19_Q,0.6818776992350457,0.5922234505433447,0.08965424869170102
2022_r19_Q_SAI_lap12,SAI,Ferrari,2022,2022_19_Q,0.05824603179927397,0.720134417749389,-0.661888385950115
2022_r19_Q_VET_lap11,VET,Aston Martin,2022,2022_19_Q,0.509718000317868,0.241992271618114,0.267725728699754
2022_r01_Q_ALO_lap10,ALO,Alpine,2022,2022_1_Q,0.37726597321235533,0.5683983818786005,-0.19113240866624515
2022_r01_Q_BOT_lap14,BOT,Alfa Romeo,2022,2022_1_Q,0.5575812465306629,0.6918092601695547,-0.1342280136388918
2022_r01_Q_GAS_lap14,GAS,AlphaTauri,2022,2022_1_Q,0.5104571223417501,0.49458184447419773,0.015875277867552384
2022_r01_Q_HAM_lap10,HAM,Mercedes,2022,2022_1_Q,0.10182471225757353,0.7355800916664862,-0.6337553794089127
2022_r01_Q_OCO_lap8,OCO,Alpine,2022,2022_1_Q,0.7356136473100423,0.4434703192544824,0.2921433280555599
2022_r01_Q_RIC_lap7,RIC,McLaren,2022,2022_1_Q,0.7544081182110549,0.6883334302997149,0.06607468791133997
2022_r01_Q_SAI_lap11,SAI,Ferrari,2022,2022_1_Q,0.42411461568699915,0.5952368594854556,-0.17112224379845642
2022_r20_Q_ALO_lap14,ALO,Alpine,2022,2022_20_Q,0.37348778799116145,0.358740446429804,0.01474734156135743
2022_r20_Q_BOT_lap17,BOT,Alfa Romeo,2022,2022_20_Q,0.4549435632292614,0.6495421104331938,-0.19459854720393238
2022_r20_Q_GAS_lap14,GAS,AlphaTauri,2022,2022_20_Q,0.7683908417502237,0.5921125265322384,0.1762783152179852
2022_r20_Q_HAM_lap18,HAM,Mercedes,2022,2022_20_Q,0.6611645425838706,0.6218936850648219,0.039270857519048685
2022_r20_Q_OCO_lap17,OCO,Alpine,2022,2022_20_Q,0.26393765520844836,0.5258574077615809,-0.2619197525531325
2022_r20_Q_RIC_lap10,RIC,McLaren,2022,2022_20_Q,0.6498026130473892,0.5094892336591581,0.14031337938823107
2022_r20_Q_SAI_lap13,SAI,Ferrari,2022,2022_20_Q,0.4472388541259351,0.4669441515706335,-0.0197052974446984
2022_r20_Q_VET_lap9,VET,Aston Martin,2022,2022_20_Q,0.438353293986841,0.32436585235779136,0.11398744162904961
2022_r22_Q_ALO_lap11,ALO,Alpine,2022,2022_22_Q,0.07701848742324996,0.27651719466814917,-0.1994987072448992
2022_r22_Q_BOT_lap5,BOT,Alfa Romeo,2022,2022_22_Q,0.7840253743328249,0.6225847493964287,0.16144062493639622
2022_r22_Q_GAS_lap5,GAS,AlphaTauri,2022,2022_22_Q,0.4561079994380011,0.4409795070776419,0.015128492360359236
2022_r22_Q_HAM_lap20,HAM,Mercedes,2022,2022_22_Q,0.29721995866474016,0.6528992406682331,-0.35567928200349297
2022_r22_Q_OCO_lap16,OCO,Alpine,2022,2022_22_Q,-0.09802240424450072,0.5728177163439416,-0.6708401205884423
2022_r22_Q_RIC_lap14,RIC,McLaren,2022,2022_22_Q,0.6435105102469948,0.5982681820455619,0.045242328201432924
2022_r22_Q_SAI_lap15,SAI,Ferrari,2022,2022_22_Q,0.025428113248454776,0.7386879080942068,-0.7132597948457521
2022_r22_Q_VET_lap17,VET,Aston Martin,2022,2022_22_Q,0.015084360276943262,0.6157034503740014,-0.6006190900970582
2022_r02_Q_ALO_lap19,ALO,Alpine,2022,2022_2_Q,0.4094188685343691,0.6408240686041771,-0.23140520006980797
2022_r02_Q_BOT_lap21,BOT,Alfa Romeo,2022,2022_2_Q,0.4595132708070151,0.3435636514738786,0.11594961933313652
2022_r02_Q_GAS_lap17,GAS,AlphaTauri,2022,2022_2_Q,0.500884376389691,0.6472128749302907,-0.1463284985405997
2022_r02_Q_HAM_lap10,HAM,Mercedes,2022,2022_2_Q,0.16979730460324546,0.6903350699382298,-0.5205377653349843
2022_r02_Q_OCO_lap16,OCO,Alpine,2022,2022_2_Q,0.7426688776338457,0.4276619612370891,0.3150069163967566
2022_r02_Q_RIC_lap16,RIC,McLaren,2022,2022_2_Q,0.7218115212430223,0.6068047055331092,0.11500681570991311
2022_r02_Q_SAI_lap17,SAI,Ferrari,2022,2022_2_Q,0.09490348626912351,0.7130365039346448,-0.6181330176655213
2022_r03_Q_ALO_lap4,ALO,Alpine,2022,2022_3_Q,0.4658816348428674,0.5034443240171649,-0.0375626891742975
2022_r03_Q_BOT_lap4,BOT,Alfa Romeo,2022,2022_3_Q,0.7057386730712685,0.6684400914562678,0.03729858161500066
2022_r03_Q_GAS_lap10,GAS,AlphaTauri,2022,2022_3_Q,0.6481686508256715,0.7242006975330446,-0.07603204670737307
2022_r03_Q_HAM_lap27,HAM,Mercedes,2022,2022_3_Q,0.20319182540567868,0.2534496370212432,-0.0502578116155645
2022_r03_Q_OCO_lap22,OCO,Alpine,2022,2022_3_Q,0.7511134881233907,0.5491115624278303,0.2020019256955604
2022_r03_Q_RIC_lap18,RIC,McLaren,2022,2022_3_Q,0.7724322111847485,0.5167085753726101,0.2557236358121384
2022_r03_Q_SAI_lap15,SAI,Ferrari,2022,2022_3_Q,-0.03875773343142286,0.5921437043615897,-0.6309014377930126
2022_r03_Q_VET_lap2,VET,Aston Martin,2022,2022_3_Q,0.15500943322164795,0.6297659028511581,-0.4747564696295101
2022_r05_Q_ALO_lap13,ALO,Alpine,2022,2022_5_Q,0.5894609440564043,0.47265647480047546,0.1168044692559288
2022_r05_Q_BOT_lap19,BOT,Alfa Romeo,2022,2022_5_Q,0.6775119817160271,0.5716140384704226,0.10589794324560453
2022_r05_Q_GAS_lap21,GAS,AlphaTauri,2022,2022_5_Q,0.4517906499599108,0.5560598880405285,-0.10426923808061772
2022_r05_Q_HAM_lap20,HAM,Mercedes,2022,2022_5_Q,0.44108960328248786,0.6436728576598147,-0.20258325437732688
2022_r05_Q_RIC_lap14,RIC,McLaren,2022,2022_5_Q,0.6620233139472865,0.5870531427671695,0.07497017118011706
2022_r05_Q_SAI_lap24,SAI,Ferrari,2022,2022_5_Q,0.08584370053881735,0.7240367521232993,-0.638193051584482
2022_r05_Q_VET_lap14,VET,Aston Martin,2022,2022_5_Q,0.1798144719111854,0.6859020864246833,-0.5060876145134979
2022_r06_Q_ALO_lap2,ALO,Alpine,2022,2022_6_Q,0.580927675036956,0.6561039645322271,-0.07517628949527111
2022_r06_Q_BOT_lap17,BOT,Alfa Romeo,2022,2022_6_Q,0.5831004728329043,0.652911001611332,-0.06981052877842764
2022_r06_Q_GAS_lap8,GAS,AlphaTauri,2022,2022_6_Q,0.6338147019620296,0.48141008045445927,0.15240462150757034
2022_r06_Q_HAM_lap14,HAM,Mercedes,2022,2022_6_Q,-0.05310564772848356,0.49545775231961636,-0.5485634000480999
2022_r06_Q_OCO_lap8,OCO,Alpine,2022,2022_6_Q,0.7354886613921473,0.6368357205878862,0.09865294080426112
2022_r06_Q_RIC_lap11,RIC,McLaren,2022,2022_6_Q,0.4844890186737139,0.5697433141568039,-0.08525429548308999
2022_r06_Q_SAI_lap14,SAI,Ferrari,2022,2022_6_Q,-0.04968733832910682,0.5528566541034317,-0.6025439924325384
