experiment,model,true_driver,pred_driver,count
experiment_b_without_time_features,logistic_regression,VER,NOR,1
experiment_b_without_time_features,logistic_regression,VER,OCO,0
experiment_b_without_time_features,logistic_regression,VER,PIA,0
experiment_b_without_time_features,logistic_regression,VER,RUS,0
experiment_b_without_time_features,logistic_regression,VER,SAI,0
experiment_b_without_time_features,logistic_regression,VER,STR,0
experiment_b_without_time_features,logistic_regression,VER,TSU,6
experiment_b_without_time_features,logistic_regression,VER,VER,41
experiment_b_without_time_features,random_forest,ALB,ALB,20
experiment_b_without_time_features,random_forest,ALB,ALO,0
experiment_b_without_time_features,random_forest,ALB,GAS,1
experiment_b_without_time_features,random_forest,ALB,HAM,3
experiment_b_without_time_features,random_forest,ALB,HUL,9
experiment_b_without_time_features,random_forest,ALB,LEC,0
experiment_b_without_time_features,random_forest,ALB,NOR,1
experiment_b_without_time_features,random_forest,ALB,OCO,4
experiment_b_without_time_features,random_forest,ALB,PIA,0
experiment_b_without_time_features,random_forest,ALB,RUS,9
experiment_b_without_time_features,random_forest,ALB,SAI,2
experiment_b_without_time_features,random_forest,ALB,STR,0
experiment_b_without_time_features,random_forest,ALB,TSU,2
experiment_b_without_time_features,random_forest,ALB,VER,4
experiment_b_without_time_features,random_forest,ALO,ALB,2
experiment_b_without_time_features,random_forest,ALO,ALO,20
experiment_b_without_time_features,random_forest,ALO,GAS,0
experiment_b_without_time_features,random_forest,ALO,HAM,0
experiment_b_without_time_features,random_forest,ALO,HUL,4
experiment_b_without_time_features,random_forest,ALO,LEC,1
experiment_b_without_time_features,random_forest,ALO,NOR,6
experiment_b_without_time_features,random_forest,ALO,OCO,1
experiment_b_without_time_features,random_forest,ALO,PIA,7
experiment_b_without_time_features,random_forest,ALO,RUS,1
experiment_b_without_time_features,random_forest,ALO,SAI,0
experiment_b_without_time_features,random_forest,ALO,STR,12
experiment_b_without_time_features,random_forest,ALO,TSU,0
experiment_b_without_time_features,random_forest,ALO,VER,1
experiment_b_without_time_features,random_forest,GAS,ALB,0
experiment_b_without_time_features,random_forest,GAS,ALO,0
experiment_b_without_time_features,random_forest,GAS,GAS,13
experiment_b_without_time_features,random_forest,GAS,HAM,0
experiment_b_without_time_features,random_forest,GAS,HUL,4
experiment_b_without_time_features,random_forest,GAS,LEC,0
experiment_b_without_time_features,random_forest,GAS,NOR,0
experiment_b_without_time_features,random_forest,GAS,OCO,5
experiment_b_without_time_features,random_forest,GAS,PIA,0
experiment_b_without_time_features,random_forest,GAS,RUS,7
experiment_b_without_time_features,random_forest,GAS,SAI,2
experiment_b_without_time_features,random_forest,GAS,STR,0
experiment_b_without_time_features,random_forest,GAS,TSU,15
experiment_b_without_time_features,random_forest,GAS,VER,9
experiment_b_without_time_features,random_forest,HAM,ALB,6
experiment_b_without_time_features,random_forest,HAM,ALO,1
experiment_b_without_time_features,random_forest,HAM,GAS,0
experiment_b_without_time_features,random_forest,HAM,HAM,7
experiment_b_without_time_features,random_forest,HAM,HUL,6
experiment_b_without_time_features,random_forest,HAM,LEC,17
experiment_b_without_time_features,random_forest,HAM,NOR,0
experiment_b_without_time_features,random_forest,HAM,OCO,2
experiment_b_without_time_features,random_forest,HAM,PIA,0
experiment_b_without_time_features,random_forest,HAM,RUS,6
experiment_b_without_time_features,random_forest,HAM,SAI,5
experiment_b_without_time_features,random_forest,HAM,STR,3
experiment_b_without_time_features,random_forest,HAM,TSU,1
experiment_b_without_time_features,random_forest,HAM,VER,1
experiment_b_without_time_features,random_forest,HUL,ALB,4
experiment_b_without_time_features,random_forest,HUL,ALO,0
experiment_b_without_time_features,random_forest,HUL,GAS,3
experiment_b_without_time_features,random_forest,HUL,HAM,1
experiment_b_without_time_features,random_forest,HUL,HUL,19
experiment_b_without_time_features,random_forest,HUL,LEC,2
experiment_b_without_time_features,random_forest,HUL,NOR,2
experiment_b_without_time_features,random_forest,HUL,OCO,1
experiment_b_without_time_features,random_forest,HUL,PIA,0
experiment_b_without_time_features,random_forest,HUL,RUS,9
experiment_b_without_time_features,random_forest,HUL,SAI,0
experiment_b_without_time_features,random_forest,HUL,STR,0
experiment_b_without_time_features,random_forest,HUL,TSU,8
experiment_b_without_time_features,random_forest,HUL,VER,6
experiment_b_without_time_features,random_forest,LEC,ALB,1
experiment_b_without_time_features,random_forest,LEC,ALO,1
experiment_b_without_time_features,random_forest,LEC,GAS,0
experiment_b_without_time_features,random_forest,LEC,HAM,3
experiment_b_without_time_features,random_forest,LEC,HUL,0
experiment_b_without_time_features,random_forest,LEC,LEC,38
experiment_b_without_time_features,random_forest,LEC,NOR,0
experiment_b_without_time_features,random_forest,LEC,OCO,1
experiment_b_without_time_features,random_forest,LEC,PIA,0
experiment_b_without_time_features,random_forest,LEC,RUS,1
experiment_b_without_time_features,random_forest,LEC,SAI,6
experiment_b_without_time_features,random_forest,LEC,STR,4
experiment_b_without_time_features,random_forest,LEC,TSU,0
experiment_b_without_time_features,random_forest,LEC,VER,0
experiment_b_without_time_features,random_forest,NOR,ALB,0
experiment_b_without_time_features,random_forest,NOR,ALO,6
experiment_b_without_time_features,random_forest,NOR,GAS,4
experiment_b_without_time_features,random_forest,NOR,HAM,0
experiment_b_without_time_features,random_forest,NOR,HUL,3
experiment_b_without_time_features,random_forest,NOR,LEC,0
experiment_b_without_time_features,random_forest,NOR,NOR,2
experiment_b_without_time_features,random_forest,NOR,OCO,1
experiment_b_without_time_features,random_forest,NOR,PIA,23
experiment_b_without_time_features,random_forest,NOR,RUS,0
experiment_b_without_time_features,random_forest,NOR,SAI,0
experiment_b_without_time_features,random_forest,NOR,STR,8
experiment_b_without_time_features,random_forest,NOR,TSU,4
experiment_b_without_time_features,random_forest,NOR,VER,4
experiment_b_without_time_features,random_forest,OCO,ALB,4
experiment_b_without_time_features,random_forest,OCO,ALO,0
experiment_b_without_time_features,random_forest,OCO,GAS,3
experiment_b_without_time_features,random_forest,OCO,HAM,3
experiment_b_without_time_features,random_forest,OCO,HUL,3
experiment_b_without_time_features,random_forest,OCO,LEC,0
experiment_b_without_time_features,random_forest,OCO,NOR,0
experiment_b_without_time_features,random_forest,OCO,OCO,37
experiment_b_without_time_features,random_forest,OCO,PIA,0
experiment_b_without_time_features,random_forest,OCO,RUS,0
experiment_b_without_time_features,random_forest,OCO,SAI,3
experiment_b_without_time_features,random_forest,OCO,STR,1
experiment_b_without_time_features,random_forest,OCO,TSU,0
experiment_b_without_time_features,random_forest,OCO,VER,0
experiment_b_without_time_features,random_forest,PIA,ALB,1
experiment_b_without_time_features,random_forest,PIA,ALO,6
experiment_b_without_time_features,random_forest,PIA,GAS,2
experiment_b_without_time_features,random_forest,PIA,HAM,0
experiment_b_without_time_features,random_forest,PIA,HUL,0
experiment_b_without_time_features,random_forest,PIA,LEC,0
experiment_b_without_time_features,random_forest,PIA,NOR,12
experiment_b_without_time_features,random_forest,PIA,OCO,0
experiment_b_without_time_features,random_forest,PIA,PIA,22
experiment_b_without_time_features,random_forest,PIA,RUS,1
experiment_b_without_time_features,random_forest,PIA,SAI,1
experiment_b_without_time_features,random_forest,PIA,STR,8
experiment_b_without_time_features,random_forest,PIA,TSU,0
experiment_b_without_time_features,random_forest,PIA,VER,2
experiment_b_without_time_features,random_forest,RUS,ALB,8
experiment_b_without_time_features,random_forest,RUS,ALO,0
experiment_b_without_time_features,random_forest,RUS,GAS,8
experiment_b_without_time_features,random_forest,RUS,HAM,3
experiment_b_without_time_features,random_forest,RUS,HUL,12
experiment_b_without_time_features,random_forest,RUS,LEC,0
experiment_b_without_time_features,random_forest,RUS,NOR,1
experiment_b_without_time_features,random_forest,RUS,OCO,1
experiment_b_without_time_features,random_forest,RUS,PIA,0
experiment_b_without_time_features,random_forest,RUS,RUS,11
experiment_b_without_time_features,random_forest,RUS,SAI,2
experiment_b_without_time_features,random_forest,RUS,STR,0
experiment_b_without_time_features,random_forest,RUS,TSU,8
experiment_b_without_time_features,random_forest,RUS,VER,1
experiment_b_without_time_features,random_forest,SAI,ALB,10
experiment_b_without_time_features,random_forest,SAI,ALO,1
experiment_b_without_time_features,random_forest,SAI,GAS,0
experiment_b_without_time_features,random_forest,SAI,HAM,5
experiment_b_without_time_features,random_forest,SAI,HUL,2
experiment_b_without_time_features,random_forest,SAI,LEC,5
experiment_b_without_time_features,random_forest,SAI,NOR,0
experiment_b_without_time_features,random_forest,SAI,OCO,4
experiment_b_without_time_features,random_forest,SAI,PIA,1
experiment_b_without_time_features,random_forest,SAI,RUS,2
experiment_b_without_time_features,random_forest,SAI,SAI,19
experiment_b_without_time_features,random_forest,SAI,STR,5
experiment_b_without_time_features,random_forest,SAI,TSU,0
experiment_b_without_time_features,random_forest,SAI,VER,0
experiment_b_without_time_features,random_forest,STR,ALB,0
experiment_b_without_time_features,random_forest,STR,ALO,12
experiment_b_without_time_features,random_forest,STR,GAS,0
experiment_b_without_time_features,random_forest,STR,HAM,2
experiment_b_without_time_features,random_forest,STR,HUL,0
experiment_b_without_time_features,random_forest,STR,LEC,5
experiment_b_without_time_features,random_forest,STR,NOR,3
experiment_b_without_time_features,random_forest,STR,OCO,0
experiment_b_without_time_features,random_forest,STR,PIA,4
experiment_b_without_time_features,random_forest,STR,RUS,0
experiment_b_without_time_features,random_forest,STR,SAI,1
experiment_b_without_time_features,random_forest,STR,STR,27
experiment_b_without_time_features,random_forest,STR,TSU,0
experiment_b_without_time_features,random_forest,STR,VER,0
experiment_b_without_time_features,random_forest,TSU,ALB,3
experiment_b_without_time_features,random_forest,TSU,ALO,0
experiment_b_without_time_features,random_forest,TSU,GAS,9
experiment_b_without_time_features,random_forest,TSU,HAM,0
experiment_b_without_time_features,random_forest,TSU,HUL,9
experiment_b_without_time_features,random_forest,TSU,LEC,0
experiment_b_without_time_features,random_forest,TSU,NOR,1
experiment_b_without_time_features,random_forest,TSU,OCO,1
experiment_b_without_time_features,random_forest,TSU,PIA,0
experiment_b_without_time_features,random_forest,TSU,RUS,2
experiment_b_without_time_features,random_forest,TSU,SAI,0
experiment_b_without_time_features,random_forest,TSU,STR,0
experiment_b_without_time_features,random_forest,TSU,TSU,17
experiment_b_without_time_features,random_forest,TSU,VER,12
experiment_b_without_time_features,random_forest,VER,ALB,1
experiment_b_without_time_features,random_forest,VER,ALO,0
experiment_b_without_time_features,random_forest,VER,GAS,11
experiment_b_without_time_features,random_forest,VER,HAM,0
experiment_b_without_time_features,random_forest,VER,HUL,6
experiment_b_without_time_features,random_forest,VER,LEC,0
experiment_b_without_time_features,random_forest,VER,NOR,0
experiment_b_without_time_features,random_forest,VER,OCO,3
experiment_b_without_time_features,random_forest,VER,PIA,0
experiment_b_without_time_features,random_forest,VER,RUS,2
experiment_b_without_time_features,random_forest,VER,SAI,1
experiment_b_without_time_features,random_forest,VER,STR,0
experiment_b_without_time_features,random_forest,VER,TSU,13
experiment_b_without_time_features,random_forest,VER,VER,18
experiment_b_without_time_features,hist_gradient_boosting,ALB,ALB,27
experiment_b_without_time_features,hist_gradient_boosting,ALB,ALO,0
experiment_b_without_time_features,hist_gradient_boosting,ALB,GAS,1
experiment_b_without_time_features,hist_gradient_boosting,ALB,HAM,1
experiment_b_without_time_features,hist_gradient_boosting,ALB,HUL,7
experiment_b_without_time_features,hist_gradient_boosting,ALB,LEC,0
experiment_b_without_time_features,hist_gradient_boosting,ALB,NOR,0
experiment_b_without_time_features,hist_gradient_boosting,ALB,OCO,5
experiment_b_without_time_features,hist_gradient_boosting,ALB,PIA,1
experiment_b_without_time_features,hist_gradient_boosting,ALB,RUS,3
experiment_b_without_time_features,hist_gradient_boosting,ALB,SAI,6
experiment_b_without_time_features,hist_gradient_boosting,ALB,STR,0
experiment_b_without_time_features,hist_gradient_boosting,ALB,TSU,1
experiment_b_without_time_features,hist_gradient_boosting,ALB,VER,3
experiment_b_without_time_features,hist_gradient_boosting,ALO,ALB,2
experiment_b_without_time_features,hist_gradient_boosting,ALO,ALO,27
experiment_b_without_time_features,hist_gradient_boosting,ALO,GAS,0
experiment_b_without_time_features,hist_gradient_boosting,ALO,HAM,1
experiment_b_without_time_features,hist_gradient_boosting,ALO,HUL,1
experiment_b_without_time_features,hist_gradient_boosting,ALO,LEC,1
experiment_b_without_time_features,hist_gradient_boosting,ALO,NOR,4
experiment_b_without_time_features,hist_gradient_boosting,ALO,OCO,1
experiment_b_without_time_features,hist_gradient_boosting,ALO,PIA,5
experiment_b_without_time_features,hist_gradient_boosting,ALO,RUS,1
experiment_b_without_time_features,hist_gradient_boosting,ALO,SAI,0
experiment_b_without_time_features,hist_gradient_boosting,ALO,STR,10
experiment_b_without_time_features,hist_gradient_boosting,ALO,TSU,0
experiment_b_without_time_features,hist_gradient_boosting,ALO,VER,2
experiment_b_without_time_features,hist_gradient_boosting,GAS,ALB,0
experiment_b_without_time_features,hist_gradient_boosting,GAS,ALO,0
experiment_b_without_time_features,hist_gradient_boosting,GAS,GAS,17
experiment_b_without_time_features,hist_gradient_boosting,GAS,HAM,0
experiment_b_without_time_features,hist_gradient_boosting,GAS,HUL,2
experiment_b_without_time_features,hist_gradient_boosting,GAS,LEC,0
experiment_b_without_time_features,hist_gradient_boosting,GAS,NOR,3
experiment_b_without_time_features,hist_gradient_boosting,GAS,OCO,6
experiment_b_without_time_features,hist_gradient_boosting,GAS,PIA,1
experiment_b_without_time_features,hist_gradient_boosting,GAS,RUS,5
experiment_b_without_time_features,hist_gradient_boosting,GAS,SAI,1
experiment_b_without_time_features,hist_gradient_boosting,GAS,STR,0
experiment_b_without_time_features,hist_gradient_boosting,GAS,TSU,14
experiment_b_without_time_features,hist_gradient_boosting,GAS,VER,6
experiment_b_without_time_features,hist_gradient_boosting,HAM,ALB,5
experiment_b_without_time_features,hist_gradient_boosting,HAM,ALO,0
experiment_b_without_time_features,hist_gradient_boosting,HAM,GAS,1
experiment_b_without_time_features,hist_gradient_boosting,HAM,HAM,22
experiment_b_without_time_features,hist_gradient_boosting,HAM,HUL,2
experiment_b_without_time_features,hist_gradient_boosting,HAM,LEC,11
experiment_b_without_time_features,hist_gradient_boosting,HAM,NOR,0
experiment_b_without_time_features,hist_gradient_boosting,HAM,OCO,0
experiment_b_without_time_features,hist_gradient_boosting,HAM,PIA,0
experiment_b_without_time_features,hist_gradient_boosting,HAM,RUS,6
experiment_b_without_time_features,hist_gradient_boosting,HAM,SAI,5
experiment_b_without_time_features,hist_gradient_boosting,HAM,STR,2
experiment_b_without_time_features,hist_gradient_boosting,HAM,TSU,0
experiment_b_without_time_features,hist_gradient_boosting,HAM,VER,1
experiment_b_without_time_features,hist_gradient_boosting,HUL,ALB,4
experiment_b_without_time_features,hist_gradient_boosting,HUL,ALO,0
experiment_b_without_time_features,hist_gradient_boosting,HUL,GAS,2
experiment_b_without_time_features,hist_gradient_boosting,HUL,HAM,1
experiment_b_without_time_features,hist_gradient_boosting,HUL,HUL,21
experiment_b_without_time_features,hist_gradient_boosting,HUL,LEC,2
experiment_b_without_time_features,hist_gradient_boosting,HUL,NOR,3
experiment_b_without_time_features,hist_gradient_boosting,HUL,OCO,0
experiment_b_without_time_features,hist_gradient_boosting,HUL,PIA,0
experiment_b_without_time_features,hist_gradient_boosting,HUL,RUS,5
experiment_b_without_time_features,hist_gradient_boosting,HUL,SAI,0
experiment_b_without_time_features,hist_gradient_boosting,HUL,STR,0
experiment_b_without_time_features,hist_gradient_boosting,HUL,TSU,8
experiment_b_without_time_features,hist_gradient_boosting,HUL,VER,9
experiment_b_without_time_features,hist_gradient_boosting,LEC,ALB,0
experiment_b_without_time_features,hist_gradient_boosting,LEC,ALO,0
experiment_b_without_time_features,hist_gradient_boosting,LEC,GAS,0
experiment_b_without_time_features,hist_gradient_boosting,LEC,HAM,6
experiment_b_without_time_features,hist_gradient_boosting,LEC,HUL,0
experiment_b_without_time_features,hist_gradient_boosting,LEC,LEC,37
experiment_b_without_time_features,hist_gradient_boosting,LEC,NOR,0
experiment_b_without_time_features,hist_gradient_boosting,LEC,OCO,3
experiment_b_without_time_features,hist_gradient_boosting,LEC,PIA,1
experiment_b_without_time_features,hist_gradient_boosting,LEC,RUS,0
experiment_b_without_time_features,hist_gradient_boosting,LEC,SAI,3
experiment_b_without_time_features,hist_gradient_boosting,LEC,STR,4
experiment_b_without_time_features,hist_gradient_boosting,LEC,TSU,0
experiment_b_without_time_features,hist_gradient_boosting,LEC,VER,1
experiment_b_without_time_features,hist_gradient_boosting,NOR,ALB,0
experiment_b_without_time_features,hist_gradient_boosting,NOR,ALO,3
experiment_b_without_time_features,hist_gradient_boosting,NOR,GAS,1
experiment_b_without_time_features,hist_gradient_boosting,NOR,HAM,0
experiment_b_without_time_features,hist_gradient_boosting,NOR,HUL,2
experiment_b_without_time_features,hist_gradient_boosting,NOR,LEC,0
experiment_b_without_time_features,hist_gradient_boosting,NOR,NOR,10
experiment_b_without_time_features,hist_gradient_boosting,NOR,OCO,0
experiment_b_without_time_features,hist_gradient_boosting,NOR,PIA,22
experiment_b_without_time_features,hist_gradient_boosting,NOR,RUS,3
experiment_b_without_time_features,hist_gradient_boosting,NOR,SAI,0
experiment_b_without_time_features,hist_gradient_boosting,NOR,STR,6
experiment_b_without_time_features,hist_gradient_boosting,NOR,TSU,6
experiment_b_without_time_features,hist_gradient_boosting,NOR,VER,2
experiment_b_without_time_features,hist_gradient_boosting,OCO,ALB,4
experiment_b_without_time_features,hist_gradient_boosting,OCO,ALO,0
experiment_b_without_time_features,hist_gradient_boosting,OCO,GAS,3
experiment_b_without_time_features,hist_gradient_boosting,OCO,HAM,1
experiment_b_without_time_features,hist_gradient_boosting,OCO,HUL,4
experiment_b_without_time_features,hist_gradient_boosting,OCO,LEC,1
experiment_b_without_time_features,hist_gradient_boosting,OCO,NOR,0
experiment_b_without_time_features,hist_gradient_boosting,OCO,OCO,35
experiment_b_without_time_features,hist_gradient_boosting,OCO,PIA,0
experiment_b_without_time_features,hist_gradient_boosting,OCO,RUS,0
experiment_b_without_time_features,hist_gradient_boosting,OCO,SAI,3
experiment_b_without_time_features,hist_gradient_boosting,OCO,STR,1
experiment_b_without_time_features,hist_gradient_boosting,OCO,TSU,0
experiment_b_without_time_features,hist_gradient_boosting,OCO,VER,2
experiment_b_without_time_features,hist_gradient_boosting,PIA,ALB,1
experiment_b_without_time_features,hist_gradient_boosting,PIA,ALO,3
experiment_b_without_time_features,hist_gradient_boosting,PIA,GAS,2
experiment_b_without_time_features,hist_gradient_boosting,PIA,HAM,0
experiment_b_without_time_features,hist_gradient_boosting,PIA,HUL,0
experiment_b_without_time_features,hist_gradient_boosting,PIA,LEC,0
experiment_b_without_time_features,hist_gradient_boosting,PIA,NOR,17
experiment_b_without_time_features,hist_gradient_boosting,PIA,OCO,0
experiment_b_without_time_features,hist_gradient_boosting,PIA,PIA,20
experiment_b_without_time_features,hist_gradient_boosting,PIA,RUS,1
experiment_b_without_time_features,hist_gradient_boosting,PIA,SAI,1
experiment_b_without_time_features,hist_gradient_boosting,PIA,STR,7
experiment_b_without_time_features,hist_gradient_boosting,PIA,TSU,1
experiment_b_without_time_features,hist_gradient_boosting,PIA,VER,2
experiment_b_without_time_features,hist_gradient_boosting,RUS,ALB,5
experiment_b_without_time_features,hist_gradient_boosting,RUS,ALO,0
experiment_b_without_time_features,hist_gradient_boosting,RUS,GAS,9
experiment_b_without_time_features,hist_gradient_boosting,RUS,HAM,3
experiment_b_without_time_features,hist_gradient_boosting,RUS,HUL,11
experiment_b_without_time_features,hist_gradient_boosting,RUS,LEC,0
experiment_b_without_time_features,hist_gradient_boosting,RUS,NOR,0
experiment_b_without_time_features,hist_gradient_boosting,RUS,OCO,1
experiment_b_without_time_features,hist_gradient_boosting,RUS,PIA,0
experiment_b_without_time_features,hist_gradient_boosting,RUS,RUS,20
experiment_b_without_time_features,hist_gradient_boosting,RUS,SAI,1
experiment_b_without_time_features,hist_gradient_boosting,RUS,STR,1
experiment_b_without_time_features,hist_gradient_boosting,RUS,TSU,3
experiment_b_without_time_features,hist_gradient_boosting,RUS,VER,1
experiment_b_without_time_features,hist_gradient_boosting,SAI,ALB,9
experiment_b_without_time_features,hist_gradient_boosting,SAI,ALO,0
experiment_b_without_time_features,hist_gradient_boosting,SAI,GAS,2
experiment_b_without_time_features,hist_gradient_boosting,SAI,HAM,5
experiment_b_without_time_features,hist_gradient_boosting,SAI,HUL,5
experiment_b_without_time_features,hist_gradient_boosting,SAI,LEC,3
experiment_b_without_time_features,hist_gradient_boosting,SAI,NOR,0
experiment_b_without_time_features,hist_gradient_boosting,SAI,OCO,2
experiment_b_without_time_features,hist_gradient_boosting,SAI,PIA,1
experiment_b_without_time_features,hist_gradient_boosting,SAI,RUS,3
experiment_b_without_time_features,hist_gradient_boosting,SAI,SAI,18
experiment_b_without_time_features,hist_gradient_boosting,SAI,STR,5
experiment_b_without_time_features,hist_gradient_boosting,SAI,TSU,1
experiment_b_without_time_features,hist_gradient_boosting,SAI,VER,0
experiment_b_without_time_features,hist_gradient_boosting,STR,ALB,0
experiment_b_without_time_features,hist_gradient_boosting,STR,ALO,15
experiment_b_without_time_features,hist_gradient_boosting,STR,GAS,0
experiment_b_without_time_features,hist_gradient_boosting,STR,HAM,5
experiment_b_without_time_features,hist_gradient_boosting,STR,HUL,0
experiment_b_without_time_features,hist_gradient_boosting,STR,LEC,3
experiment_b_without_time_features,hist_gradient_boosting,STR,NOR,2
experiment_b_without_time_features,hist_gradient_boosting,STR,OCO,1
experiment_b_without_time_features,hist_gradient_boosting,STR,PIA,6
experiment_b_without_time_features,hist_gradient_boosting,STR,RUS,1
experiment_b_without_time_features,hist_gradient_boosting,STR,SAI,3
experiment_b_without_time_features,hist_gradient_boosting,STR,STR,18
experiment_b_without_time_features,hist_gradient_boosting,STR,TSU,0
experiment_b_without_time_features,hist_gradient_boosting,STR,VER,0
experiment_b_without_time_features,hist_gradient_boosting,TSU,ALB,3
experiment_b_without_time_features,hist_gradient_boosting,TSU,ALO,0
experiment_b_without_time_features,hist_gradient_boosting,TSU,GAS,12
experiment_b_without_time_features,hist_gradient_boosting,TSU,HAM,1
experiment_b_without_time_features,hist_gradient_boosting,TSU,HUL,6
experiment_b_without_time_features,hist_gradient_boosting,TSU,LEC,0
experiment_b_without_time_features,hist_gradient_boosting,TSU,NOR,1
experiment_b_without_time_features,hist_gradient_boosting,TSU,OCO,0
experiment_b_without_time_features,hist_gradient_boosting,TSU,PIA,0
experiment_b_without_time_features,hist_gradient_boosting,TSU,RUS,2
experiment_b_without_time_features,hist_gradient_boosting,TSU,SAI,0
experiment_b_without_time_features,hist_gradient_boosting,TSU,STR,0
experiment_b_without_time_features,hist_gradient_boosting,TSU,TSU,17
experiment_b_without_time_features,hist_gradient_boosting,TSU,VER,12
experiment_b_without_time_features,hist_gradient_boosting,VER,ALB,2
experiment_b_without_time_features,hist_gradient_boosting,VER,ALO,0
experiment_b_without_time_features,hist_gradient_boosting,VER,GAS,5
experiment_b_without_time_features,hist_gradient_boosting,VER,HAM,0
experiment_b_without_time_features,hist_gradient_boosting,VER,HUL,7
experiment_b_without_time_features,hist_gradient_boosting,VER,LEC,0
experiment_b_without_time_features,hist_gradient_boosting,VER,NOR,2
experiment_b_without_time_features,hist_gradient_boosting,VER,OCO,2
experiment_b_without_time_features,hist_gradient_boosting,VER,PIA,0
experiment_b_without_time_features,hist_gradient_boosting,VER,RUS,0
experiment_b_without_time_features,hist_gradient_boosting,VER,SAI,0
experiment_b_without_time_features,hist_gradient_boosting,VER,STR,0
experiment_b_without_time_features,hist_gradient_boosting,VER,TSU,10
experiment_b_without_time_features,hist_gradient_boosting,VER,VER,27
experiment_b_without_time_features,xgboost,ALB,ALB,23
experiment_b_without_time_features,xgboost,ALB,ALO,0
experiment_b_without_time_features,xgboost,ALB,GAS,5
experiment_b_without_time_features,xgboost,ALB,HAM,1
experiment_b_without_time_features,xgboost,ALB,HUL,9
experiment_b_without_time_features,xgboost,ALB,LEC,1
experiment_b_without_time_features,xgboost,ALB,NOR,0
experiment_b_without_time_features,xgboost,ALB,OCO,3
experiment_b_without_time_features,xgboost,ALB,PIA,1
experiment_b_without_time_features,xgboost,ALB,RUS,1
experiment_b_without_time_features,xgboost,ALB,SAI,4
experiment_b_without_time_features,xgboost,ALB,STR,0
experiment_b_without_time_features,xgboost,ALB,TSU,4
experiment_b_without_time_features,xgboost,ALB,VER,3
experiment_b_without_time_features,xgboost,ALO,ALB,1
experiment_b_without_time_features,xgboost,ALO,ALO,31
experiment_b_without_time_features,xgboost,ALO,GAS,0
experiment_b_without_time_features,xgboost,ALO,HAM,1
experiment_b_without_time_features,xgboost,ALO,HUL,3
experiment_b_without_time_features,xgboost,ALO,LEC,1
experiment_b_without_time_features,xgboost,ALO,NOR,5
experiment_b_without_time_features,xgboost,ALO,OCO,0
experiment_b_without_time_features,xgboost,ALO,PIA,3
experiment_b_without_time_features,xgboost,ALO,RUS,0
experiment_b_without_time_features,xgboost,ALO,SAI,0
experiment_b_without_time_features,xgboost,ALO,STR,9
experiment_b_without_time_features,xgboost,ALO,TSU,1
experiment_b_without_time_features,xgboost,ALO,VER,0
experiment_b_without_time_features,xgboost,GAS,ALB,0
experiment_b_without_time_features,xgboost,GAS,ALO,0
experiment_b_without_time_features,xgboost,GAS,GAS,14
experiment_b_without_time_features,xgboost,GAS,HAM,0
experiment_b_without_time_features,xgboost,GAS,HUL,4
experiment_b_without_time_features,xgboost,GAS,LEC,0
experiment_b_without_time_features,xgboost,GAS,NOR,2
experiment_b_without_time_features,xgboost,GAS,OCO,7
experiment_b_without_time_features,xgboost,GAS,PIA,0
experiment_b_without_time_features,xgboost,GAS,RUS,5
experiment_b_without_time_features,xgboost,GAS,SAI,2
experiment_b_without_time_features,xgboost,GAS,STR,0
experiment_b_without_time_features,xgboost,GAS,TSU,17
experiment_b_without_time_features,xgboost,GAS,VER,4
experiment_b_without_time_features,xgboost,HAM,ALB,4
experiment_b_without_time_features,xgboost,HAM,ALO,1
experiment_b_without_time_features,xgboost,HAM,GAS,0
experiment_b_without_time_features,xgboost,HAM,HAM,19
experiment_b_without_time_features,xgboost,HAM,HUL,3
experiment_b_without_time_features,xgboost,HAM,LEC,12
experiment_b_without_time_features,xgboost,HAM,NOR,0
experiment_b_without_time_features,xgboost,HAM,OCO,1
experiment_b_without_time_features,xgboost,HAM,PIA,0
experiment_b_without_time_features,xgboost,HAM,RUS,6
experiment_b_without_time_features,xgboost,HAM,SAI,6
experiment_b_without_time_features,xgboost,HAM,STR,1
experiment_b_without_time_features,xgboost,HAM,TSU,1
experiment_b_without_time_features,xgboost,HAM,VER,1
experiment_b_without_time_features,xgboost,HUL,ALB,4
experiment_b_without_time_features,xgboost,HUL,ALO,0
experiment_b_without_time_features,xgboost,HUL,GAS,2
experiment_b_without_time_features,xgboost,HUL,HAM,1
experiment_b_without_time_features,xgboost,HUL,HUL,22
experiment_b_without_time_features,xgboost,HUL,LEC,2
experiment_b_without_time_features,xgboost,HUL,NOR,4
experiment_b_without_time_features,xgboost,HUL,OCO,1
experiment_b_without_time_features,xgboost,HUL,PIA,0
experiment_b_without_time_features,xgboost,HUL,RUS,6
experiment_b_without_time_features,xgboost,HUL,SAI,1
experiment_b_without_time_features,xgboost,HUL,STR,0
experiment_b_without_time_features,xgboost,HUL,TSU,7
experiment_b_without_time_features,xgboost,HUL,VER,5
experiment_b_without_time_features,xgboost,LEC,ALB,0
experiment_b_without_time_features,xgboost,LEC,ALO,1
experiment_b_without_time_features,xgboost,LEC,GAS,0
experiment_b_without_time_features,xgboost,LEC,HAM,6
experiment_b_without_time_features,xgboost,LEC,HUL,0
experiment_b_without_time_features,xgboost,LEC,LEC,41
experiment_b_without_time_features,xgboost,LEC,NOR,0
experiment_b_without_time_features,xgboost,LEC,OCO,1
